"Title","Authors","PublicationName","AlternateName","Abstract","Url","AuthorAddress","Year","DOI","ReferenceType","Keywords","PdfRelativePath","CustomId"
"Beam hardening artifacts in micro-computed tomography scanning can be reduced by X-ray beam filtration and the resulting images can be used to accurately measure BMD","Meganck J. A., Kozloff K. M., Thornton M. M., Broski S. M., Goldstein S. A.","Bone","","Bone mineral density (BMD) measurements are critical in many research studies investigating skeletal integrity. For pre-clinical research micro-computed tomography (microCT) has become an essential tool in these studies. However the ability to measure the BMD directly from microCT images can be biased by artifacts such as beam hardening in the image. This three-part study was designed to understand how the image acquisition process can affect the resulting BMD measurements and to verify that the BMD measurements are accurate. In the first part of this study the effect of beam hardening-induced cupping artifacts on BMD measurements was examined. In the second part of this study the number of bones in the X-ray path and the sampling process during scanning was examined. In the third part of this study microCT-based BMD measurements were compared with ash weights to verify the accuracy of the measurements. The results indicate that beam hardening artifacts of up to 32.6% can occur in sample sizes of interest in studies investigating mineralized tissue and affect mineral density measurements. Beam filtration can be used to minimize these artifacts. The results also indicate that for murine femora the scan setup can impact densitometry measurements for both cortical and trabecular bone and morphologic measurements of trabecular bone. Last when a scan setup that minimized all of these artifacts was used the microCT-based measurements correlated well with ash weight measurements (R(2)=0.983 when air was excluded) indicating that microCT can be an accurate tool for murine bone densitometry.","","","2009","10.1016/j.bone.2009.07.078","","","medline-19651256.pdf","medline-19651256"
"Sharing of individual participant data from clinical trials: general comparison and hiv use case","Mayer, C.s. And Williams, N. And Gold, S. And Fung, K.w. And Huser, V.","Amia ... Annual Symposium Proceedings. Amia Symposium","","Sharing of individual participant data is encouraged by the international committee of medical journal editors. We analyzed clinical trial registry data from clinicaltrials.gov (ctg) and determined the proportion of trials sharing de-identified individual participant data (ipd). We looked at 3,138 medical conditions (as medical subject heading terms). Overall, 10.8% of trials with first registration date after december 1, 2015 answered 'yes' to plan to share de-identified ipd data. This sharing rate ranges between 0% (biliary tract neoplasms) to 72.2% (meningitis, meningococcal) when analyzed by disease that is focus of a study. Via a predictive model, we found that studies that deposited basic summary results data to ctg results registry, large studies and phase 3 interventional studies are most likely to declare intent to share ipd data. As part of an hiv common data element analysis project, we further compared a body of hiv trials (24% sharing rate) to other diseases. ©2019 amia - all rights reserved.","","","2019","","","","scopus-2-s2.0-85083812089.pdf","scopus-2-s2.0-85083812089"
"Recognition-linked information management system (iims). The next major advance in computing","Schein, Alan","Optical Information Systems","","In the world of the fortune 1000, integrated information management is a fact of life. Computers and workstations communicate over high-speed networks, distributing data and sharing resources. Whole libraries of information are accessible through optical and magnetic media. Page layout software and laser printers make it possible to combine, arrange and print text and graphics in a wide variety of formats. More recently, the use of scanners and recognition technology has not only made it possible to capture the image of a page but perhaps more important, to convert the captured text into electronically manipulable or ascii-coded data. The addition of a text-recognition capability has been a turning point in the development of fully integrated information management. For the first time, true two-way interconversion of electronic and paper-based data is a reality. With text recognition, information from virtually any printed or typed source can be rapidly turned into electronic data - often without human intervention - greatly multiplying the power and productivity of information management systems.","","","1990","","","","scopus-2-s2.0-0025389957.pdf","scopus-2-s2.0-0025389957"
"Implementation of the Radiological Society of North America Expert Consensus Guidelines on Reporting Chest CT Findings Related to COVID-19: A Multireader Performance Study","Som A., Lang M., Yeung T., Carey D., Garrana S., Mendoza D. P., Flores E. J., Li M. D., Sharma A., McDermott S., Shepard J. O., Little B. P.","Radiology Cardiothoracic Imaging","","BACKGROUND: RSNA expert consensus guidelines provide a framework for reporting CT findings related to COVID-19 but have had limited multireader validation.\\\\\\\\rPURPOSE: To assess the performance of the RSNA guidelines and quantify interobserver variability in application of the guidelines in patients undergoing chest CT for suspected COVID-19 pneumonia.\\\\\\\\rMATERIALS AND METHODS: A retrospective search from 1/15/20 to 3/30/20 identified 89 consecutive CT scans whose radiological report mentioned COVID-19. One positive or two negative RT-PCR tests for COVID-19 were considered the gold standard for diagnosis. Each chest CT scan was evaluated using RSNA guidelines by 9 readers (6 fellowship trained thoracic radiologists and 3 radiology resident trainees). Clinical information was obtained from the electronic medical record.\\\\\\\\rRESULTS: There was strong concordance of findings between radiology training levels with agreement ranging from 60 to 86% among attendings and trainees (kappa 0.43 to 0.86). Sensitivity and specificity of ""typical"" CT findings for COVID-19 per the RSNA guidelines were on average 86% (range 72%-94%) and 80.2% (range 75-93%) respectively. Combined ""typical"" and ""indeterminate"" findings had a sensitivity of 97.5% (range 94-100%) and specificity of 54.7% (range 37-62%). A total of 163 disagreements were seen out of 801 observations (79.6% total agreement). Uncertainty in classification primarily derived from difficulty in ascertaining peripheral distribution multiple dominant disease processes or minimal disease.\\\\\\\\rCONCLUSION: The ""typical appearance"" category for COVID-19 CT reporting has an average sensitivity of 86% and specificity rate of 80%. There is reasonable interreader agreement and good reproducibility across various levels of experience. Copyright 2020 by the Radiological Society of North America Inc.","","","2020","10.1148/ryct.2020200276","","","medline-33778625.pdf","medline-33778625"
"(Im)possible executions of higher education quality assurance practices: imposing quality model","Selesho, J.m.","Mediterranean Journal Of Social Sciences","","This paper reports on the research undertaken at universities of technology concentrating on institutionalising the academic quality assurance model for higher education institutions. The paper draw significantly from the impact of quality cycles and its impact on institutions, evolution of quality assurance as well as the preferences in choosing the quality assurance phenomenon. The researcher made use of the descriptive survey as it fits perfectly in this kind of study. Questionnaires and structured interviews were utilised. The purpose of using the qualitative research method is to understand the current quality assurance philosophy exercised by institutions, hence the researcher have decided to use idiographic strategy, in which a single case and its structural coherence with a larger context are examined. The population of this study consists of all six universities of technology. Deans of faculties, heads of academic department and programme coordinators the researcher selected only 135 from institutions, as they were able to participate in the study. For the purpose of this study, questionnaire was developed to measure various aspects of quality assurance. From the analysis and interpretation of the empirical findings of this study, it is clear that academics have different perceptions about how the heqc is conducting its re-accreditation process that flows from internal self-evaluation. It is also proposed that the findings of the self-evaluation process be used to benchmark faculties, and departments at heis, but also that he be benchmarked with other quality models worldwide to share best practices. The study concludes that instead of proposing a quality assurance model academics should, rather apply certain principles. Historically, role-players steeped in modern culture have to make it a general practice to build relationships by entering into a dialogue of renegotiating quality principles within the uot community. Solving problems or contributing positively requires cooperation, and cooperation requires a relationship. The study reveals that quality assurance unit did not have adequate staffing to support academic departments and faculties. These weaken the oversight role played by the quality assurance unit.","","","2014","10.5901/mjss.2014.v5n1p507","","","scopus-2-s2.0-84892494808.pdf","scopus-2-s2.0-84892494808"
"Penetrating neck trauma: lack of universal reporting guidelines","Atta H. M., Walker M. L.","American Surgeon","","Penetrating neck injuries constitute a heterogeneous group. Two different classifications of zones of the neck exist in trauma literature. Injuries crossing the midline are not accurately reported. Records of 50 patients with stab wounds (30) gunshot wounds (GSWs; 17) and shotgun wounds (SGWs; 3) were reviewed. Injuries involved zone I in 8 patients zone II in 37 patients zone III in 8 patients posterior triangle in 6 patients and multiple zones in 5 patients. All 11 patients with transcervical GSWs and SGWs sustained vascular or aerodigestive injuries and had longer hospital stays (14.0 +/- 2.6 days) compared with patients with other GSWs (6.6 +/- 2.0 days) and stab wounds (3.6 +/- 0.5 days). We emphasize the lethal potential of transcervical GSWs and SGWs. We suggest that these particular injuries be reported separately. We recommend the universal adoption of one system of classification of neck zones.","","","1998","","","","medline-9520810.pdf","medline-9520810"
"Efficient semantic search in peer-to-peer systems","Zhou, A. And Ling, B. And Lu, Z. And Ng, W. And Shu, Y. And Tan, K.-L.","Lecture Notes In Computer Science (Including Subseries Lecture Notes In Artificial Intelligence And Lecture Notes In Bioinformatics)","","While many p2p-based data sharing applications have been deployed, most of them just support semantics-free and coarse granularity (file level) sharing. Moreover, they are not efficient, either from user's view on service quality or in terms of resources utilization in the systems. In this paper, we present our solutions to support efficient semantic-based search in unstructured p2p systems. We propose a scheme to categorize and manage data in a peer based on the vector-space model. We also propose a scheme that allows peers with similar content to be clustered together. Finally, we examine an adaptive scheme to route queries. We conduct an extensive experimental study to evaluate the effectiveness of our solutions and obtain promising results. © springer-verlag berlin heidelberg 2003.","","","2003","10.1007/978-3-540-45160-0_27","","","scopus-2-s2.0-33646834226.pdf","scopus-2-s2.0-33646834226"
"Searching across-cohort relatives in 54092 GWAS samples via encrypted genotype regression","Zhang Q. X., Liu T., Guo X., Zhen J., Yang M. Y., Khederzadeh S., Zhou F., Han X., Zheng Q., Jia P., Ding X., He M., Zou X., Liao J. K., Zhang H., He J., Zhu X., Lu D., Chen H., Zeng C., Liu F., Zheng H. F., Liu S., Xu H. M., Chen G. B.","PLoS Genetics","","Explicitly sharing individual level data in genomics studies has many merits comparing to sharing summary statistics including more strict QCs common statistical analyses relative identification and improved statistical power in GWAS but it is hampered by privacy or ethical constraints. In this study we developed encG-reg a regression approach that can detect relatives of various degrees based on encrypted genomic data which is immune of ethical constraints. The encryption properties of encG-reg are based on the random matrix theory by masking the original genotypic matrix without sacrificing precision of individual-level genotype data. We established a connection between the dimension of a random matrix which masked genotype matrices and the required precision of a study for encrypted genotype data. encG-reg has false positive and false negative rates equivalent to sharing original individual level data and is computationally efficient when searching relatives. We split the UK Biobank into their respective centers and then encrypted the genotype data. We observed that the relatives estimated using encG-reg was equivalently accurate with the estimation by KING which is a widely used software but requires original genotype data. In a more complex application we launched a finely devised multi-center collaboration across 5 research institutes in China covering 9 cohorts of 54092 GWAS samples. encG-reg again identified true relatives existing across the cohorts with even different ethnic backgrounds and genotypic qualities. Our study clearly demonstrates that encrypted genomic data can be used for data sharing without loss of information or data sharing barrier. Copyright: © 2024 Zhang et al. This is an open access article distributed under the terms of the Creative Commons Attribution License which permits unrestricted use distribution and reproduction in any medium provided the original author and source are credited.","","","2024","10.1371/journal.pgen.1011037","","","medline-38206971.pdf","medline-38206971"
"A large-scale evaluation of u.s. financial institutions' standardized privacy notices","Cranor, L.f. And Leon, P.g. And Ur, B.","Acm Transactions On The Web","","Financial institutions in the united states are required by the gramm-leach-bliley act to provide annual privacy notices. In 2009, eight federal agencies jointly released a model privacy form for these disclosures. While the use of this model privacy form is not required, it has been widely adopted. We automatically evaluated 6,191 u.s. financial institutions' privacy notices posted on the world wide web. We found large variance in stated practices, even among institutions of the same type. While thousands of financial institutions share personal information without providing the opportunity for consumers to opt out, some institutions' practices are more privacy protective. Regression analyses show that large institutions and those headquartered in the northeastern region share consumers' personal information at higher rates than all other institutions. Furthermore, our analysis helped us uncover institutions that do not let consumers limit data sharing when legally required to do so, as well as institutions making self-contradictory statements. We discuss implications for privacy in the financial industry, issues with the design and use of the model privacy form on the world wide web, and future directions for standardized privacy notice. © 2016 acm.","","","2016","10.1145/2911988","","","scopus-2-s2.0-84984806924.pdf","scopus-2-s2.0-84984806924"
"Survey study of research integrity officers' perceptions of research practices associated with instances of research misconduct","Kalichman M.","Research Integrity & Peer Review","","BACKGROUND: Research on research integrity has tended to focus on frequency of research misconduct and factors that might induce someone to commit research misconduct. A definitive answer to the first question has been elusive but it remains clear that any research misconduct is too much. Answers to the second question are so diverse it might be productive to ask a different question: What about how research is done allows research misconduct to occur?\\\\\\\\rMETHODS: With that question in mind research integrity officers (RIOs) of the 62 members of the American Association of Universities were invited to complete a brief survey about their most recent instance of a finding of research misconduct. Respondents were asked whether one or more good practices of research (e.g. openness and transparency keeping good research records) were present in their case of research misconduct.\\\\\\\\rRESULTS: Twenty-four (24) of the respondents (39% response rate) indicated they had dealt with at least one finding of research misconduct and answered the survey questions. Over half of these RIOs reported that their case of research misconduct had occurred in an environment in which at least nine of the ten listed good practices of research were deficient.\\\\\\\\rCONCLUSIONS: These results are not evidence for a causal effect of poor practices but it is arguable that committing research misconduct would be more difficult if not impossible in research environments adhering to good practices of research.","","","2020","10.1186/s41073-020-00103-1","","","medline-33303039.pdf","medline-33303039"
"Data quality self-assessment of child health and sexual reproductive health indicators in Botswana 2016-2017","Tlale L. B., Morake B., Lesetedi O., Maribe L., Masweu M., Faye C., Asiki G.","PLoS ONE [Electronic Resource]","","There is no published data on quality of administrative data for various health indicators in Botswana yet such data are used for policy making and future planning. This article reports on quality of data on child health and sexual and reproductive health (SRH) indicators in Botswana. The main objective of the study was to assess the quality of administrative data from Expanded Immunization Program (EPI) and condom use Depo-Provera uptake and domiciliary care attendance in Botswana. This was a retrospective study entailing a review of data retrieved from district health records and District Health Information System (DHIS). A total of 30 clinics and health posts were randomly selected from two cities a town and three rural villages which makes up 6 districts commonly denoted urban semi-urban and rural respectively. Through a stratified random sampling health facilities were selected. EPI data (Penta 3- third dose of pentavalent vaccine and Measles vaccine) and SRH data (condom use Depo-Provera uptake and Domiciliary care) were assessed for completeness discrepancies and verification factor using WHO Routine data quality (RDQA) assessment tool. A verification score of less than 90%% was considered as underreporting while more than 110% is over reporting. However the score which is within +-10% is acceptable reliable and a good indicator of data quality and reporting system. About 56% (9/16) SRH indicators had a verification factor score outside the accepted range and 87% (13/15) discrepancy value outside the accepted range. For immunization 10% (1/10) had a verification factor score outside the accepted range and 33% (3/9) had a discrepancy value outside the accepted range. The level of completeness was high for both Penta3 and Measles coverage and it was lowest for condom. Our findings highlight a poorer data quality for SRH indicators compared to child health indicators. A comprehensive program review drawing lessons from the child health indicators is required to improve the quality of administrative data in Botswana.","","","2019","10.1371/journal.pone.0220313","","","medline-31408470.pdf","medline-31408470"
"Globechain: an interoperable blockchain for global sharing of healthcare data - a covid-19 perspective","Biswas, S. And Sharif, K. And Li, F. And Bairagi, A.k. And Latif, Z. And Mohanty, S.p.","Ieee Consumer Electronics Magazine","","Contagious diseases are prevalent even in the current era of advanced technology. A uniformed initiative is required to build a reliable interactive information exchange service targeting vaccination data management and other medical services. The conventional data exchange mechanism is centralized, creating many vulnerable issues such as a single point failure, data leakage, access control, etc. This article introduces a blockchain-based medical data-sharing framework (called globechain) to overcome the technical challenges to handle the outbreak records. The challenges that might arise due to the proposed blockchain-based framework are also presented as a future direction that grabs the proposal's effectiveness. © 2012 ieee.","","","2021","10.1109/mce.2021.3074688","","","scopus-2-s2.0-85105040663.pdf","scopus-2-s2.0-85105040663"
"A secure protocol for sharing trust data in hybrid p2p network","Lin, H. And Zhou, Y.","Journal Of Networks","","The trust data is critical to the trust model of p2p system. In this paper we present an efficient certificateless cryptography scheme and propose a protocol which provides the ability for sharing trust data securely. The protocol avoids the escrow problem identity-based cryptosystem and the secure delivery of private keys. The security of scheme is based on some underlying problems closely related to the bilinear diffie-hellman problem are computationally hard. It tolerates the type i and type ii adversary. The proof of security is presented in the random oracle model. Through security discussion, we show that my secure protocol is extremely secure when encounter a variety of possible attacks. © 2011 academy publisher.","","","2011","10.4304/jnw.6.4.607-614","","","scopus-2-s2.0-79955495442.pdf","scopus-2-s2.0-79955495442"
"A comparison of agree and right: which clinical practice guideline reporting checklist should be followed by guideline developers?","Yao, X. And Ma, J. And Wang, Q. And Kanters, D. And Ali, M.u. And Florez, I.d.","Journal Of General Internal Medicine","","Background: a clinical practice guideline (cpg) reporting checklist is used to assist cpg developers in recording what content should be provided in a cpg report. Recently, two checklists have become available on the enhancing the quality and transparency of health research network website: agree (appraisal of guidelines, research and evaluation) published in 2016 and right (reporting items for practice guidelines in healthcare) published in 2017. The objective of this study was to describe the advantages and disadvantages of these two cpg reporting checklists. Methods: two epidemiologists who lacked experience using both agree and right but were familiar with evidence-based medicine methodology independently compared agree with right on an item-by-item basis. Their assessments were compiled on a pre-designed data form and any disagreements were resolved through discussion. Three other co-authors independently compared agree with right and decided if they agreed with the results of comparison of the two cpg reporting checklists from the first two co-authors. Finally, another co-author reviewed the comparison results to ensure that the description was clear and understandable. Results: the following six relationships between the two checklists were observed: (1) 11 items from agree completely matched with 12 items from right;  (2) four items were listed in agree only;  (3) 12 items were listed in right only;  (4) three items in agree were partially covered by three items in right;  (5) six items in right were partially covered by three items in agree;  and (6) two items intersected across agree and right. Based on the comparison results, the potential impact analysis of selecting either checklist is described. Discussion: we recommend that cpg developers use either agree plus items unique to right or right plus items unique to agree. © 2019, society of general internal medicine.","","","2020","10.1007/s11606-019-05508-3","","","scopus-2-s2.0-85075179654.pdf","scopus-2-s2.0-85075179654"
"Dashboard to show key metrics for teams following agile methodology","Sangeeta, S. And Malarvizhi, V.","International Journal Of Applied Engineering Research","","Developer awareness and being well informed about the project status are important factors for successful product development. Understanding, analyzing and transforming results into a form that helps the team to track the progress and quality of a product will help in their efficiency, effectiveness and performance. There is a need to ease out this process of analyzing data and sharing them across members of a team. This paper talks about the implementation of an on premise information visualization tool or a dashboard that exposes key metrics for developers who are following an agile model. The tool involves a widget based presentation of metrics and allows creation of customizable dashboards. This dashboard is aimed to provide all the statistical data of a project running on sonar & jenkin by giving a comprehensive measure of risk to ship a product. © research india publications.","","","2015","","","","scopus-2-s2.0-84937912768.pdf","scopus-2-s2.0-84937912768"
"Empirical research on organizational infrastructure model impact to spatial data sharing","Chao, H. And Chou, T.-Y.","Annals Of Gis","","There are many factors in various aspects that affect spatial data sharing (sds), such as organization, personnel, legal system, data use, technique, motives, cost, fairness, power balance and data standards. Early research had mostly dealt with personal experience, which lacked holistic thinking and resolving. In recent years, researchers who believed sds as a social phenomenon began study using social network analysis and observed the role played by organizational networks during the process of sds to explain how organizational networks affected sds. While there exist few studies on sds between units and persons within an organization, and past research lacked effective methods of message gathering and filtering from the targeted organizations, this study proposed the empirical method and dimensions, unlike before, to understand and promote sds from various aspects. After observation on organizational process of sds over a long period, this article gathered empirical data on the behaviours of sds in taichung city government over 17 years and explained the sharing structure model of spatial data in organizational network by social network analysis and graph theory. The importance of the connection between the centre node in such structural model and the routine affairs of the organization was elaborated. This study provided the empirical method and scientifically generated results. © 2013 taylor & francis group.","","","2013","10.1080/19475683.2013.843592","","","scopus-2-s2.0-84889680077.pdf","scopus-2-s2.0-84889680077"
"Communicating results in post-Belmont era biomonitoring studies: Lessons from genetics and neuroimaging research","Morello-Frosch R., Varshavsky J., Liboiron M., Brown P., Brody J. G.","Environmental Research","","Background: Biomonitoring is a critical tool to assess the effects of chemicals on health as scientists seek to better characterize life-course exposures from diverse environments. This trend coupled with increased institutional support for community-engaged environmental health research challenge established ethical norms related to biomonitoring results communication and data sharing between scientists study participants and their wider communities. Method(s): Through a literature review participant observation at workshops and interviews we examine ethical tensions related to reporting individual data from chemical biomonitoring studies by drawing relevant lessons from the genetics and neuroimaging fields. Result(s): In all three fields ethical debates about whether/how to report-back results to study participants are precipitated by two trends. First changes in analytical methods have made more data accessible to stakeholders. For biomonitoring improved techniques enable detection of more chemicals at lower levels and diverse groups of scientists and health advocates now conduct exposure studies. Similarly innovations in genetics have catalyzed large-scale projects and broadened the scope of who has access to genetic information. Second increasing public interest in personal medical information has compelled imaging researchers to address demands by participants to know their personal data despite uncertainties about their clinical significance. Four ethical arenas relevant to biomonitoring results communication emerged from our review: tensions between participants' right-to-know their personal results versus their ability or right-to-act to protect their health; whether and how to report incidental findings; informed consent in biobanking; and open-access data sharing. Conclusion(s): Ethically engaging participants in biomonitoring studies requires consideration of several issues including scientific uncertainty about health implications and exposure sources the ability of participants to follow up on potentially problematic results tensions between individual and community research protections governance and consent regarding secondary use of tissue samples and privacy challenges in open access data sharing. Copyright © 2014 Elsevier Inc.","","","2015","10.1016/j.envres.2014.10.001","","","medline-25460657.pdf","medline-25460657"
"Closing the circle: the knowledge management spiral of project management","Jugdev, K.","International Journal Of Knowledge Management Studies","","Using nonaka’s conceptual framework, we present empirical findings from a study on project management knowledge-sharing practices. Following a review of key concepts on competitive advantage and project management, we present our theoretical framework and methodology. The paper places our knowledge-sharing spiral findings in the context of an earlier multivariate study. Our findings support the socialisation-externalisation-combination-internalisation knowledge transfer model, as the majority of the correlations were highest as one moved between the four quadrants;  the lowest correlation was between externalisation and combination. Although the correlations between the four modes of knowledge sharing did not consistently show strong enough relationships to support the view that project management as a whole was a source of temporary or sustained competitive advantage, the findings support the importance of emphasising knowledge development and sharing among all four quadrants. © 2007 inderscience enterprises ltd.","","","2007","10.1504/ijkms.2007.012533","","","scopus-2-s2.0-40349095292.pdf","scopus-2-s2.0-40349095292"
"Gait recognition from motion capture data","Balazia, M. And Sojka, P.","Acm Transactions On Multimedia Computing, Communications And Applications","","Gait recognition from motion capture data, as a pattern classification discipline, can be improved by the use of machine learning. This article contributes to the state of the art with a statistical approach for extracting robust gait features directly from raw data by a modification of linear discriminant analysis with maximum margin criterion. Experiments on the cmu mocap database show that the suggested method outperforms 13 relevant methods based on geometric features and a method to learn the features by a combination of principal component analysis and linear discriminant analysis. The methods are evaluated in terms of the distribution of biometric templates in respective feature spaces expressed in a number of class separability coefficients and classification metrics. Results also indicate a high portability of learned features, what means that we can learn what aspects of walk people generally differ in and extract those as general gait features. Recognizing people without needing group-specific features is convenient, as particular people might not always provide annotated learning data. As a contribution to reproducible research, our evaluation framework and database have been made publicly available. This research makes motion capture technology directly applicable for human recognition. © 2018 acm","","","2018","10.1145/3152124","","","scopus-2-s2.0-85042907000.pdf","scopus-2-s2.0-85042907000"
"Searchable attribute-based mechanism with efficient data sharing for secure cloud storage","Liang, K. And Susilo, W.","Ieee Transactions On Information Forensics And Security","","To date, the growth of electronic personal data leads to a trend that data owners prefer to remotely outsource their data to clouds for the enjoyment of the high-quality retrieval and storage service without worrying the burden of local data management and maintenance. However, secure share and search for the outsourced data is a formidable task, which may easily incur the leakage of sensitive personal information. Efficient data sharing and searching with security is of critical importance. This paper, for the first time, proposes a searchable attribute-based proxy reencryption system. When compared with the existing systems only supporting either searchable attribute-based functionality or attribute-based proxy reencryption, our new primitive supports both abilities and provides flexible keyword update service. In particular, the system enables a data owner to efficiently share his data to a specified group of users matching a sharing policy and meanwhile, the data will maintain its searchable property but also the corresponding search keyword(s) can be updated after the data sharing. The new mechanism is applicable to many real-world applications, such as electronic health record systems. It is also proved chosen ciphertext secure in the random oracle model. © 2015 ieee.","","","2015","10.1109/tifs.2015.2442215","","","scopus-2-s2.0-84938701752.pdf","scopus-2-s2.0-84938701752"
"Study on smes credit evaluation system in e-commerce environment","Li, J.-M. And Wu, J.-Y. And Zhang, J.-L. And Ke, L.-M.","Xitong Gongcheng Lilun Yu Shijian/System Engineering Theory And Practice","","Based on the generalization of the ec credibility theory, we made a research into the credibility assessment index system for small and mid-enterprises. Referring to various kinds of credit assessment index and the general credibility evaluation for enterprises, we have established four categories of assessment indexes, or fifteen items in all, via positive research method and analytic hierarchy process (ahp) combined with the characteristics of b2b e-commerce business. After the comprehensive assessment of the credit rating of the small and medium e-commerce enterprises, we have set up the e-commerce credit evaluation model, which has been applied to thirty small and medium-sized ec enterprises. Hence, a scientific and convenient credit assessment method has been provided for b2b small and medium-sized ec enterprises.","","","2012","","","","scopus-2-s2.0-84859640284.pdf","scopus-2-s2.0-84859640284"
"Evaluation of big data construction for eco-environment and its information disclosure by environmental agencies in china","Yi, Z. And Guizhcn, H. And Yonglong, L. And Yanfei, M. And Shuai, S.","Shengtai Xuebao","","Big data const met ion for eco-environment has beromr- a creative approach in environmental management, and it is also the basic requirement for building the "" data power"" in china. Aiming to explore the general situation of big data construction for eco-environment by environmental agencies, this study conducted literature analyses and website interviews of environmental agencies in 3! Provinces, 27 provincial capital cities, and 6 big data construction pilot cities in 2018. The results showed that although considerable progress had been made in data resource integration, there were still many problems with regional development, institution building, data sharing, and big data applications. Therefore, we proposed the following four suggestions: ( 1) expanding the relevant functions of environmental information center;  (2) accelerating the progress of integration and sharing for big data;  (3) strengthening international exchanges;  (4) promoting the applications of big data in key areas. © 2019 science press. All rights reserved.","","","2019","10.5846/stxb201809152013","","","scopus-2-s2.0-85063316849.pdf","scopus-2-s2.0-85063316849"
"A semi-automated pipeline for fulfillment of resource requests from a longitudinal alzheimer's disease registry","Mckenzie K.a. And Hunt S.l. And Hulshof G. And Mudaranthakam D.p. And Meyer K. And Vidoni E.d. And Burns J.m. And Mahnken J.d.","Jamia Open","","Objective: managing registries with continual data collection poses challenges, such as following reproducible research protocols and guaranteeing data accessibility. The university of kansas (ku) alzheimer's disease center (adc) maintains one such registry: curated clinical cohort phenotypes and observations (c3po). We created an automated and reproducible process by which investigators have access to c3po data. Material(s) and method(s): data was input into research electronic data capture. Monthly, data part of the uniform data set (uds), that is data also collected at other adcs, was uploaded to the national alzheimer's coordinating center (nacc). Quarterly, nacc cleaned, curated, and returned the uds to the ku data management and statistics (dms) core, where it was stored in c3po with other quarterly curated site-specific data. Investigators seeking to utilize c3po submitted a research proposal and requested variables via the publicly accessible and searchable data dictionary. The dms core used this variable list and an automated sas program to create a subset of c3po. Result(s): c3po contained 1913 variables stored in 15 datasets. From 2017 to 2018, 38 data requests were completed for several ku departments and other research institutions. Completing data requests became more efficient;  c3po subsets were produced in under 10 seconds. Discussion(s): the data management strategy outlined above facilitated reproducible research practices, which is fundamental to the future of research as it allows replication and verification to occur. Conclusion(s): we created a transparent, automated, and efficient process of extracting subsets of data from a registry where data was changing daily.copyright © the author(s) 2019. Published by oxford university press on behalf of the american medical informatics association. This is an open access article distributed under the terms of the creative commons attribution non-commercial license (http://creativecommons.org/licenses/by-nc/4.0/), which permits non-commercial re-use, distribution, and reproduction in any medium, provided the original work is properly cited.","","","2019","10.1093/jamiaopen/ooz032","","","embase-631253608.pdf","embase-631253608"
"Quality of reporting for randomised clinical trials published in latin american and spanish journals: a protocol for a systematic survey of three clinical specialities","Bachelet, V.c. And Carrasco, V.a. And Bravo-Córdova, F. And Díaz, R.a. And Lizana, F.j. And Meza-Ducaud, N. And Pardo-Hernandez, H. And Uribe, F.a. And Vergara, A.f. And Villanueva, J. And Navarrete, M.s.","Bmj Open","","Introduction: quality of reporting refers to how published articles communicate how the research was done and what was found. Gaps and imprecisions of reporting hamper the assessment of the methodological quality and internal and external validity. The consolidated standards of reporting trials (consort) are a set of evidence-based recommendations of the minimum elements to be included in the reporting of randomised controlled trials (rcts) to ensure a complete and transparent account of what was done, how it was done and what was found. Few studies have been conducted on the impact of consort on rcts published in latin american and spanish journals. We aim to assess the reporting quality of rcts of three clinical specialities published in spanish and latin american journals, as well as to assess changes over time and associations of quality with journal and country indicators. Methods and analysis: we will conduct a systematic survey of all rcts published in spanish-language journals in three clinical fields (dentistry, neurology and geriatrics) from 1990 to 2018. We will include rcts from previous work that has identified all rcts on these medical fields published in spain and latin america. We will update this work via handsearching of relevant journals. Assessment of quality of reporting will be conducted independently and in duplicate using the consort 2010 statement. We will also extract journal and country indicators. We will conduct descriptive statistics and secondary analyses considering the year, country, and journal of publication, among others. Ethics and dissemination: the universidad de santiago de chile's ethics committee approved the protocol. We will disseminate the results of this work in peer-reviewed scientific journals and conference proceedings. We expect to raise awareness among researchers, journal editors and funders on the importance of training in reporting guidelines and using them from the inception of rct protocols. © author(s) (or their employer(s)) 2020. Re-use permitted under cc by-nc. No commercial re-use. See rights and permissions. Published by bmj.","","","2020","10.1136/bmjopen-2019-036148","","","scopus-2-s2.0-85086792110.pdf","scopus-2-s2.0-85086792110"
"Mentoring and the impact of the research climate","Roberts G. C., Kavussanu M., Sprague R. L.","Science & Engineering Ethics","","In this article we focus on the mentoring process and we argue that the internal and external pressures extant at research universities may create a research culture that may be antithetical to appropriate mentoring. We developed a scale based on motivation theory to determine the perceived research culture in departments and research laboratories and a mentoring scale to determine approaches to mentoring graduate students. Participants were 610 faculty members across 49 departments at a research oriented university. The findings were that a mastery-oriented research climate and an outcome-oriented research climate were manifested at the university. More importantly each research climate had its own unique impact on how the faculty approached mentoring graduate students. A mastery research climate was related to a more supportive approach to mentoring than the outcome research climate. We concluded by suggesting that the outcome research climate may have an adverse effect on effective mentoring and on maintaining research ethics.","","","2001","","","","medline-11697009.pdf","medline-11697009"
